Row: 7, Col: 7, Direction: 0, Word: AE, Score: 2
Row: 7, Col: 7, Direction: 1, Word: AE, Score: 2
Row: 7, Col: 7, Direction: 2, Word: AE, Score: 2
Row: 7, Col: 7, Direction: 3, Word: AE, Score: 2
Row: 7, Col: 7, Direction: 0, Word: AESIR, Score: 5
Row: 7, Col: 7, Direction: 1, Word: AESIR, Score: 5
Row: 7, Col: 7, Direction: 2, Word: AESIR, Score: 5
Row: 7, Col: 7, Direction: 3, Word: AESIR, Score: 5
Row: 7, Col: 7, Direction: 0, Word: AI, Score: 2
Row: 7, Col: 7, Direction: 1, Word: AI, Score: 2
Row: 7, Col: 7, Direction: 2, Word: AI, Score: 2
Row: 7, Col: 7, Direction: 3, Word: AI, Score: 2
Row: 7, Col: 7, Direction: 0, Word: AIN, Score: 3
Row: 7, Col: 7, Direction: 1, Word: AIN, Score: 3
Row: 7, Col: 7, Direction: 2, Word: AIN, Score: 3
Row: 7, Col: 7, Direction: 3, Word: AIN, Score: 3
Row: 7, Col: 7, Direction: 0, Word: AINE, Score: 4
Row: 7, Col: 7, Direction: 1, Word: AINE, Score: 4
Row: 7, Col: 7, Direction: 2, Word: AINE, Score: 4
Row: 7, Col: 7, Direction: 3, Word: AINE, Score: 4
Row: 7, Col: 7, Direction: 0, Word: AINS, Score: 4
Row: 7, Col: 7, Direction: 1, Word: AINS, Score: 4
Row: 7, Col: 7, Direction: 2, Word: AINS, Score: 4
Row: 7, Col: 7, Direction: 3, Word: AINS, Score: 4
Row: 7, Col: 7, Direction: 0, Word: AIR, Score: 3
Row: 7, Col: 7, Direction: 1, Word: AIR, Score: 3
Row: 7, Col: 7, Direction: 2, Word: AIR, Score: 3
Row: 7, Col: 7, Direction: 3, Word: AIR, Score: 3
Row: 7, Col: 7, Direction: 0, Word: AIREST, Score: 6
Row: 7, Col: 7, Direction: 1, Word: AIREST, Score: 6
Row: 7, Col: 7, Direction: 2, Word: AIREST, Score: 6
Row: 7, Col: 7, Direction: 3, Word: AIREST, Score: 6
Row: 7, Col: 7, Direction: 0, Word: AIRN, Score: 4
Row: 7, Col: 7, Direction: 1, Word: AIRN, Score: 4
Row: 7, Col: 7, Direction: 2, Word: AIRN, Score: 4
Row: 7, Col: 7, Direction: 3, Word: AIRN, Score: 4
Row: 7, Col: 7, Direction: 0, Word: AIRNS, Score: 5
Row: 7, Col: 7, Direction: 1, Word: AIRNS, Score: 5
Row: 7, Col: 7, Direction: 2, Word: AIRNS, Score: 5
Row: 7, Col: 7, Direction: 3, Word: AIRNS, Score: 5
Row: 7, Col: 7, Direction: 0, Word: AIRS, Score: 4
Row: 7, Col: 7, Direction: 1, Word: AIRS, Score: 4
Row: 7, Col: 7, Direction: 2, Word: AIRS, Score: 4
Row: 7, Col: 7, Direction: 3, Word: AIRS, Score: 4
Row: 7, Col: 7, Direction: 0, Word: AIRT, Score: 4
Row: 7, Col: 7, Direction: 1, Word: AIRT, Score: 4
Row: 7, Col: 7, Direction: 2, Word: AIRT, Score: 4
Row: 7, Col: 7, Direction: 3, Word: AIRT, Score: 4
Row: 7, Col: 7, Direction: 0, Word: AIRTS, Score: 5
Row: 7, Col: 7, Direction: 1, Word: AIRTS, Score: 5
Row: 7, Col: 7, Direction: 2, Word: AIRTS, Score: 5
Row: 7, Col: 7, Direction: 3, Word: AIRTS, Score: 5
Row: 7, Col: 7, Direction: 0, Word: AIS, Score: 3
Row: 7, Col: 7, Direction: 1, Word: AIS, Score: 3
Row: 7, Col: 7, Direction: 2, Word: AIS, Score: 3
Row: 7, Col: 7, Direction: 3, Word: AIS, Score: 3
Row: 7, Col: 7, Direction: 0, Word: AIT, Score: 3
Row: 7, Col: 7, Direction: 1, Word: AIT, Score: 3
Row: 7, Col: 7, Direction: 2, Word: AIT, Score: 3
Row: 7, Col: 7, Direction: 3, Word: AIT, Score: 3
Row: 7, Col: 7, Direction: 0, Word: AITS, Score: 4
Row: 7, Col: 7, Direction: 1, Word: AITS, Score: 4
Row: 7, Col: 7, Direction: 2, Word: AITS, Score: 4
Row: 7, Col: 7, Direction: 3, Word: AITS, Score: 4
Row: 7, Col: 7, Direction: 0, Word: AN, Score: 2
Row: 7, Col: 7, Direction: 1, Word: AN, Score: 2
Row: 7, Col: 7, Direction: 2, Word: AN, Score: 2
Row: 7, Col: 7, Direction: 3, Word: AN, Score: 2
Row: 7, Col: 7, Direction: 0, Word: ANE, Score: 3
Row: 7, Col: 7, Direction: 1, Word: ANE, Score: 3
Row: 7, Col: 7, Direction: 2, Word: ANE, Score: 3
Row: 7, Col: 7, Direction: 3, Word: ANE, Score: 3
Row: 7, Col: 7, Direction: 0, Word: ANES, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ANES, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ANES, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ANES, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ANESTRI, Score: 7
Row: 7, Col: 7, Direction: 1, Word: ANESTRI, Score: 7
Row: 7, Col: 7, Direction: 2, Word: ANESTRI, Score: 7
Row: 7, Col: 7, Direction: 3, Word: ANESTRI, Score: 7
Row: 7, Col: 7, Direction: 0, Word: ANI, Score: 3
Row: 7, Col: 7, Direction: 1, Word: ANI, Score: 3
Row: 7, Col: 7, Direction: 2, Word: ANI, Score: 3
Row: 7, Col: 7, Direction: 3, Word: ANI, Score: 3
Row: 7, Col: 7, Direction: 0, Word: ANIS, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ANIS, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ANIS, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ANIS, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ANISE, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ANISE, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ANISE, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ANISE, Score: 5
Row: 7, Col: 7, Direction: 0, Word: ANS, Score: 3
Row: 7, Col: 7, Direction: 1, Word: ANS, Score: 3
Row: 7, Col: 7, Direction: 2, Word: ANS, Score: 3
Row: 7, Col: 7, Direction: 3, Word: ANS, Score: 3
Row: 7, Col: 7, Direction: 0, Word: ANT, Score: 3
Row: 7, Col: 7, Direction: 1, Word: ANT, Score: 3
Row: 7, Col: 7, Direction: 2, Word: ANT, Score: 3
Row: 7, Col: 7, Direction: 3, Word: ANT, Score: 3
Row: 7, Col: 7, Direction: 0, Word: ANTE, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ANTE, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ANTE, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ANTE, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ANTES, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ANTES, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ANTES, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ANTES, Score: 5
Row: 7, Col: 7, Direction: 0, Word: ANTI, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ANTI, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ANTI, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ANTI, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ANTIS, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ANTIS, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ANTIS, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ANTIS, Score: 5
Row: 7, Col: 7, Direction: 0, Word: ANTRE, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ANTRE, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ANTRE, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ANTRE, Score: 5
Row: 7, Col: 7, Direction: 0, Word: ANTRES, Score: 6
Row: 7, Col: 7, Direction: 1, Word: ANTRES, Score: 6
Row: 7, Col: 7, Direction: 2, Word: ANTRES, Score: 6
Row: 7, Col: 7, Direction: 3, Word: ANTRES, Score: 6
Row: 7, Col: 7, Direction: 0, Word: ANTS, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ANTS, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ANTS, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ANTS, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ANTSIER, Score: 7
Row: 7, Col: 7, Direction: 1, Word: ANTSIER, Score: 7
Row: 7, Col: 7, Direction: 2, Word: ANTSIER, Score: 7
Row: 7, Col: 7, Direction: 3, Word: ANTSIER, Score: 7
Row: 7, Col: 7, Direction: 0, Word: AR, Score: 2
Row: 7, Col: 7, Direction: 1, Word: AR, Score: 2
Row: 7, Col: 7, Direction: 2, Word: AR, Score: 2
Row: 7, Col: 7, Direction: 3, Word: AR, Score: 2
Row: 7, Col: 7, Direction: 0, Word: ARE, Score: 3
Row: 7, Col: 7, Direction: 1, Word: ARE, Score: 3
Row: 7, Col: 7, Direction: 2, Word: ARE, Score: 3
Row: 7, Col: 7, Direction: 3, Word: ARE, Score: 3
Row: 7, Col: 7, Direction: 0, Word: ARES, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ARES, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ARES, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ARES, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ARET, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ARET, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ARET, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ARET, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ARETS, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ARETS, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ARETS, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ARETS, Score: 5
Row: 7, Col: 7, Direction: 0, Word: ARIS, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ARIS, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ARIS, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ARIS, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ARISE, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ARISE, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ARISE, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ARISE, Score: 5
Row: 7, Col: 7, Direction: 0, Word: ARISEN, Score: 6
Row: 7, Col: 7, Direction: 1, Word: ARISEN, Score: 6
Row: 7, Col: 7, Direction: 2, Word: ARISEN, Score: 6
Row: 7, Col: 7, Direction: 3, Word: ARISEN, Score: 6
Row: 7, Col: 7, Direction: 0, Word: ARS, Score: 3
Row: 7, Col: 7, Direction: 1, Word: ARS, Score: 3
Row: 7, Col: 7, Direction: 2, Word: ARS, Score: 3
Row: 7, Col: 7, Direction: 3, Word: ARS, Score: 3
Row: 7, Col: 7, Direction: 0, Word: ARSE, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ARSE, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ARSE, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ARSE, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ARSINE, Score: 6
Row: 7, Col: 7, Direction: 1, Word: ARSINE, Score: 6
Row: 7, Col: 7, Direction: 2, Word: ARSINE, Score: 6
Row: 7, Col: 7, Direction: 3, Word: ARSINE, Score: 6
Row: 7, Col: 7, Direction: 0, Word: ART, Score: 3
Row: 7, Col: 7, Direction: 1, Word: ART, Score: 3
Row: 7, Col: 7, Direction: 2, Word: ART, Score: 3
Row: 7, Col: 7, Direction: 3, Word: ART, Score: 3
Row: 7, Col: 7, Direction: 0, Word: ARTI, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ARTI, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ARTI, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ARTI, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ARTIES, Score: 6
Row: 7, Col: 7, Direction: 1, Word: ARTIES, Score: 6
Row: 7, Col: 7, Direction: 2, Word: ARTIES, Score: 6
Row: 7, Col: 7, Direction: 3, Word: ARTIES, Score: 6
Row: 7, Col: 7, Direction: 0, Word: ARTIS, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ARTIS, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ARTIS, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ARTIS, Score: 5
Row: 7, Col: 7, Direction: 0, Word: ARTS, Score: 4
Row: 7, Col: 7, Direction: 1, Word: ARTS, Score: 4
Row: 7, Col: 7, Direction: 2, Word: ARTS, Score: 4
Row: 7, Col: 7, Direction: 3, Word: ARTS, Score: 4
Row: 7, Col: 7, Direction: 0, Word: ARTSIE, Score: 6
Row: 7, Col: 7, Direction: 1, Word: ARTSIE, Score: 6
Row: 7, Col: 7, Direction: 2, Word: ARTSIE, Score: 6
Row: 7, Col: 7, Direction: 3, Word: ARTSIE, Score: 6
Row: 7, Col: 7, Direction: 0, Word: AS, Score: 2
Row: 7, Col: 7, Direction: 1, Word: AS, Score: 2
Row: 7, Col: 7, Direction: 2, Word: AS, Score: 2
Row: 7, Col: 7, Direction: 3, Word: AS, Score: 2
Row: 7, Col: 7, Direction: 0, Word: ASTER, Score: 5
Row: 7, Col: 7, Direction: 1, Word: ASTER, Score: 5
Row: 7, Col: 7, Direction: 2, Word: ASTER, Score: 5
Row: 7, Col: 7, Direction: 3, Word: ASTER, Score: 5
